neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
1,1,40.75965,-73.96543,1,140,30,14,0.39,5,75
0,15,40.67431,-73.95399,0,55,30,19,0.52,1,281
1,27,40.72541,-74.001,1,200,30,1,0.03,1,1
0,113,40.69037,-73.98206,1,202,30,1,0.04,87,365
2,126,40.71609,-73.9025,0,30,20,0,0.0,1,1
1,8,40.78664,-73.97275,1,195,30,2,0.06,87,45
0,3,40.68421,-73.96631,1,95,30,11,0.31,2,43
1,1,40.76647,-73.98146,1,199,30,0,0.0,121,189
1,11,40.73201,-74.0032,1,133,30,0,0.0,9,15
1,19,40.729,-73.98098,1,125,30,6,0.24,9,150
1,8,40.79564,-73.97173,0,97,50,3,0.09,1,201
1,8,40.78593,-73.97284,1,169,30,1,0.05,87,1
1,8,40.78935,-73.97462,1,95,30,0,0.0,1,67
1,52,40.73478,-73.99791,1,150,30,8,0.32,39,275
1,52,40.73305,-73.99373,1,3800,30,2,0.06,1,180
0,12,40.71241,-73.95354,0,55,21,0,0.0,1,1
0,21,40.70296,-73.92919,0,40,30,0,0.0,1,1
1,1,40.75965,-73.96631,1,140,30,12,0.39,5,68
1,7,40.76062,-73.99741,1,479,30,1,0.24,121,185
1,43,40.70358,-74.00854,1,270,30,0,0.0,87,190
1,28,40.76911,-73.95694,1,129,30,10,0.35,16,299
1,2,40.80403,-73.95125,1,160,30,122,3.52,1,179
1,2,40.80297,-73.9505,1,99,28,76,2.16,2,296
1,8,40.78341,-73.97713,1,106,30,14,0.41,6,242
1,77,40.71474,-74.00596,0,100,30,0,0.0,1,1
1,26,40.74096,-73.98055,1,159,30,4,0.12,91,364
1,26,40.74201,-73.97957,1,133,30,7,0.29,91,342
1,28,40.77148,-73.96111,1,125,30,7,0.21,91,157
2,63,40.72064,-73.83746,1,2350,365,0,0.0,1,364
1,1,40.76036,-73.96462,1,225,30,7,0.22,5,321
0,79,40.64637,-74.00558,0,45,21,0,0.0,1,1
1,7,40.76469,-73.99394,1,107,30,8,0.24,31,332
0,70,40.67424,-73.88136,0,29,30,12,0.38,3,193
1,28,40.76026,-73.96204,1,152,30,1,0.05,8,332
1,27,40.72607,-74.00916,1,822,30,0,0.0,121,342
0,54,40.65367,-73.94872,0,45,27,6,0.19,1,94
1,71,40.7607,-73.98347,1,130,30,1,0.45,1,188
1,7,40.763,-73.99452,1,120,30,6,0.19,31,322
2,56,40.7626,-73.91341,1,65,30,6,0.17,8,201
0,12,40.70658,-73.95001,0,45,30,0,0.0,1,1
0,6,40.68537,-73.9575,0,38,31,0,0.0,1,1
1,2,40.81103,-73.9398,0,165,30,9,0.25,1,88
1,14,40.73819,-73.99835,1,175,27,2,0.06,1,310
2,63,40.71865,-73.8538,0,69,60,6,0.17,4,1
1,1,40.75966,-73.96828,1,235,30,23,0.68,1,134
0,16,40.67356,-73.97742,1,100,28,75,2.1,1,1
1,1,40.75337,-73.99058,1,156,30,2,0.09,96,189
1,1,40.75298,-73.98874,1,170,30,3,0.1,96,1
1,64,40.72339,-73.99461,0,250,91,55,1.59,1,34
1,19,40.72752,-73.98969,1,200,30,6,0.28,39,96
1,5,40.74733,-73.97865,1,197,30,0,0.0,49,329
1,1,40.75683,-73.96901,1,165,30,0,0.0,91,147
1,7,40.76738,-73.98743,0,61,30,3,0.1,4,180
1,5,40.74733,-73.97289,1,79,30,5,0.36,2,308
1,8,40.78989,-73.97264,1,267,30,0,0.0,87,354
1,14,40.73929,-73.99914,1,195,30,0,0.0,87,57
0,21,40.69271,-73.91361,0,45,30,5,0.15,2,339
1,52,40.73085,-74.00079,1,174,360,0,0.0,1,365
1,28,40.77007,-73.9569,1,119,30,12,0.38,16,339
1,1,40.75546,-73.96454,1,375,30,0,0.0,49,245
1,5,40.74737,-73.97407,1,79,29,4,0.42,2,201
1,71,40.75924,-73.98541,1,560,30,0,0.0,49,356
2,83,40.74684,-73.89252,2,35,30,1,0.05,18,280
1,7,40.75999,-73.99274,1,175,30,5,0.16,91,363
1,48,40.7259,-73.99336,1,407,30,12,0.34,1,120
1,8,40.80189,-73.9655,0,60,20,4,0.11,1,1
1,7,40.76297,-73.98588,1,215,30,1,0.05,87,357
0,15,40.67417,-73.96111,0,65,30,11,0.31,2,1
0,73,40.58531,-73.93811,1,224,30,2,0.08,1,353
1,1,40.75637,-73.96338,1,379,20,0,0.0,1,364
1,4,40.80253,-73.94016,0,45,21,0,0.0,1,1
0,79,40.64697,-73.99885,0,50,20,46,1.34,3,20
1,28,40.7771,-73.9495,1,200,30,0,0.0,49,365
1,43,40.70885,-74.01074,1,200,30,0,0.0,1,87
1,28,40.77744,-73.94501,1,230,30,0,0.0,49,284
1,43,40.70379,-74.00946,1,165,30,0,0.0,96,365
1,5,40.74463,-73.9722,1,196,30,1,0.03,96,280
1,2,40.82485,-73.94366,1,49,30,11,0.32,1,36
2,121,40.69848,-73.89569,0,34,30,14,0.41,2,365
1,5,40.74829,-73.98041,1,179,30,0,0.0,87,365
1,8,40.78411,-73.97721,1,245,30,12,0.37,6,245
1,26,40.74439,-73.98112,1,109,30,5,0.15,31,134
1,68,40.73486,-73.98611,1,179,30,2,0.06,96,345
1,19,40.73036,-73.98633,0,95,30,7,0.2,1,238
1,11,40.73579,-74.00764,1,250,120,2,0.09,1,273
1,1,40.76455,-73.97959,1,2500,30,4,0.13,11,364
0,12,40.71494,-73.94652,1,200,90,4,0.4,1,364
1,7,40.76082,-73.99937,1,239,30,1,0.05,121,365
1,132,40.73304,-73.97421,0,82,60,0,0.0,1,365
1,8,40.77445,-73.98002,1,150,30,8,0.24,1,328
1,11,40.73435,-74.0066,1,199,30,32,0.91,1,343
0,20,40.72173,-73.94768,1,110,30,4,0.12,4,301
0,20,40.72408,-73.93952,0,50,25,0,0.0,1,5
1,8,40.794,-73.96734,1,310,30,1,0.04,96,294
1,101,40.71109,-74.01537,1,149,30,2,0.06,12,281
1,60,40.71073,-73.99311,0,130,120,2,0.06,2,229
0,73,40.58721,-73.96018,1,100,20,0,0.0,1,364
0,6,40.69242,-73.95967,2,30,25,15,0.43,4,78
1,8,40.79377,-73.96586,1,330,30,1,0.05,96,250
0,24,40.65831,-73.96075,1,139,30,4,0.11,1,330
1,7,40.76328,-73.9928,1,98,60,28,0.82,1,343
1,9,40.71595,-73.98993,1,499,30,70,2.04,1,1
1,2,40.80637,-73.94544,0,149,30,84,2.43,4,337
1,8,40.79224,-73.97408,1,250,30,0,0.0,1,358
1,43,40.70782,-74.01525,1,189,30,1,1.0,121,364
1,11,40.73933,-74.00241,1,250,60,4,0.12,1,1
1,2,40.80534,-73.95647,1,70,21,1,0.03,1,1
1,1,40.76641,-73.98163,1,219,30,0,0.0,121,189
1,52,40.72884,-74.00056,1,159,30,7,0.25,91,280
1,28,40.76141,-73.96376,1,117,30,7,0.22,91,312
0,113,40.69858,-73.98595,0,100,75,6,0.17,3,1
1,77,40.71581,-74.00616,1,440,30,1,0.05,1,87
1,2,40.80622,-73.94622,1,149,30,86,2.51,4,220
2,124,40.69858,-73.82893,0,60,30,1,0.03,2,363
0,21,40.69901,-73.93649,1,175,20,11,0.32,3,1
1,1,40.76552,-73.97661,1,199,29,2,0.07,31,148
0,54,40.66271,-73.93498,0,43,32,32,0.93,3,345
0,54,40.6453,-73.94669,1,85,93,19,0.54,1,89
1,28,40.7608,-73.96136,1,175,30,0,0.0,49,365
1,28,40.78316,-73.94662,1,175,30,4,0.14,15,343
0,24,40.66349,-73.94222,1,80,28,9,0.26,1,219
0,54,40.65446,-73.92613,2,99,100,1,0.03,1,1
0,20,40.73374,-73.95617,0,55,20,3,0.09,1,1
0,6,40.69625,-73.93696,0,55,30,85,2.45,4,232
0,6,40.69784,-73.93694,0,40,30,84,2.53,4,284
1,7,40.76142,-73.99248,1,133,30,2,0.15,91,4
1,7,40.76071,-73.99032,1,175,30,4,0.21,91,138
2,56,40.75539,-73.91709,1,117,30,7,0.23,8,241
1,8,40.79371,-73.96708,1,295,30,2,0.06,96,250
1,8,40.7791,-73.98182,1,3000,30,8,0.24,11,365
0,6,40.69568,-73.93384,0,50,30,97,2.79,4,312
1,7,40.76025,-73.99811,1,399,30,3,0.1,121,185
1,28,40.78321,-73.95646,1,200,30,4,0.21,91,311
0,12,40.71943,-73.94255,1,89,30,11,0.34,8,144
0,6,40.68793,-73.95246,0,57,30,1,0.03,43,365
0,21,40.69951,-73.92848,0,70,30,6,0.18,1,1
0,16,40.66961,-73.97991,1,170,30,17,0.5,1,1
0,164,40.58249,-73.95347,1,150,30,2,0.06,1,1
1,14,40.74246,-73.9954,1,250,30,1,0.03,96,319
0,16,40.67861,-73.98066,1,227,30,2,0.06,1,250
0,20,40.72107,-73.943,1,109,30,6,0.2,8,176
0,12,40.71984,-73.94303,1,79,30,11,0.35,8,136
1,64,40.72191,-73.99472,1,120,19,5,0.17,2,1
1,14,40.74461,-73.992,1,129,30,0,0.0,121,349
1,2,40.82966,-73.95021,0,65,30,7,0.21,2,225
0,70,40.6735,-73.89635,1,135,30,108,3.12,2,206
1,28,40.76356,-73.96082,1,179,30,0,0.0,87,365
0,20,40.72043,-73.94253,1,80,30,8,0.26,8,152
1,4,40.79853,-73.93772,1,110,29,9,0.26,1,35
1,28,40.77819,-73.94597,0,49,25,5,0.15,10,284
1,1,40.76556,-73.98197,1,199,30,1,0.05,121,189
0,12,40.71906,-73.94394,1,80,30,10,0.32,8,97
1,1,40.76505,-73.97857,1,125,30,3,0.09,9,1
1,14,40.74615,-73.99182,1,109,30,0,0.0,121,184
1,28,40.77972,-73.94543,0,80,100,0,0.0,1,1
0,16,40.66821,-73.98253,1,180,31,8,0.23,1,179
0,21,40.68312,-73.9086,1,85,30,42,1.24,1,355
1,7,40.76021,-73.99969,1,199,30,2,0.08,121,365
1,5,40.7481,-73.97417,1,279,30,0,0.0,121,365
1,28,40.7608,-73.96032,1,249,30,0,0.0,121,364
1,8,40.79799,-73.96161,1,300,30,0,0.0,12,233
1,7,40.76748,-73.98609,1,175,30,1,0.04,96,311
1,28,40.77395,-73.95248,1,200,30,4,0.17,9,364
1,1,40.75034,-73.9878,1,250,30,0,0.0,96,311
1,64,40.72332,-73.99466,1,142,30,7,0.24,91,66
0,6,40.68201,-73.95553,1,150,30,6,0.18,1,1
1,5,40.74404,-73.97217,0,135,30,2,0.07,96,303
1,19,40.73193,-73.99126,1,267,30,1,0.04,87,356
2,184,40.59324,-73.77288,0,40,30,1,0.04,43,354
2,184,40.59304,-73.77339,0,40,30,0,0.0,43,313
2,184,40.59517,-73.77236,0,43,30,2,0.07,43,306
1,9,40.71676,-73.99369,0,90,20,0,0.0,1,188
1,14,40.74481,-73.99264,1,225,30,0,0.0,87,236
0,6,40.68785,-73.95046,0,54,30,0,0.0,43,285
1,101,40.70707,-74.01702,1,105,30,0,0.0,1,1
1,8,40.78017,-73.97574,0,47,30,10,0.31,10,342
1,14,40.74787,-74.00088,1,750,30,42,1.24,1,281
1,11,40.72989,-74.00541,1,215,30,16,0.48,2,1
0,6,40.68943,-73.95186,0,54,30,0,0.0,43,328
0,6,40.68979,-73.95048,0,57,30,1,0.05,43,216
1,1,40.74949,-73.98277,1,175,30,5,0.16,14,326
0,15,40.66684,-73.94753,0,120,30,8,0.23,8,340
0,12,40.70547,-73.93747,0,60,20,0,0.0,2,363
1,71,40.761,-73.98522,1,169,30,5,0.15,23,365
1,28,40.76095,-73.96143,1,110,30,10,0.34,34,277
0,70,40.67293,-73.89548,1,135,30,68,2.01,2,247
1,77,40.72125,-74.00691,1,894,30,0,0.0,121,280
1,27,40.7249,-74.00105,1,643,30,0,0.0,121,249
1,30,40.83355,-73.93839,1,67,180,4,0.15,19,331
1,26,40.74018,-73.97962,1,117,30,9,0.3,91,317
0,21,40.69951,-73.91641,1,113,30,6,0.18,5,365
1,71,40.76035,-73.98189,1,160,30,6,0.19,1,168
0,29,40.67948,-73.96526,1,125,30,11,0.34,3,87
0,15,40.67752,-73.96029,1,150,60,0,0.0,1,364
1,9,40.71348,-73.99135,1,150,20,38,1.13,1,29
1,2,40.79992,-73.95502,1,70,30,14,0.76,1,50
1,7,40.76027,-73.99826,1,399,30,0,0.0,121,365
1,7,40.76221,-73.99795,1,321,30,0,0.0,18,365
1,7,40.76115,-73.99823,1,499,30,0,0.0,18,146
1,7,40.7619,-73.99819,1,534,30,0,0.0,18,365
1,7,40.76075,-73.99893,1,748,30,0,0.0,18,365
1,7,40.7602,-73.998,1,748,30,0,0.0,18,185
1,1,40.76574,-73.98188,1,534,30,0,0.0,18,316
1,1,40.7671,-73.98148,1,300,30,0,0.0,18,364
1,7,40.76714,-73.9834,1,748,30,0,0.0,18,333
1,1,40.76487,-73.98238,1,748,30,0,0.0,18,364
1,8,40.77727,-73.98453,1,200,30,9,0.28,2,139
1,9,40.71333,-73.9916,0,69,30,1,0.03,1,359
1,14,40.74381,-73.9923,1,110,30,2,0.06,1,1
0,6,40.68137,-73.91359,0,38,30,5,0.15,4,1
0,34,40.68255,-73.9899,1,400,30,118,3.53,1,265
1,11,40.73322,-74.00853,1,450,30,12,0.38,1,165
1,4,40.79523,-73.94278,0,39,120,0,0.0,1,173
1,1,40.75936,-73.96293,1,250,30,0,0.0,49,364
0,16,40.67293,-73.98609,1,105,30,7,0.24,1,189
1,9,40.7164,-73.99188,0,73,25,13,0.48,5,38
0,15,40.66631,-73.94764,0,95,30,3,0.15,8,189
1,1,40.75241,-73.97081,1,199,30,0,0.0,12,226
1,8,40.78065,-73.98253,1,1000,30,17,0.51,11,365
1,9,40.71592,-73.99332,0,65,25,20,0.9,5,365
0,15,40.677,-73.95923,0,200,30,0,0.0,1,88
1,1,40.75425,-73.98312,1,2000,30,4,0.12,11,365
0,12,40.71671,-73.94592,0,77,28,10,0.3,1,315
2,56,40.75954,-73.90548,1,129,20,0,0.0,1,1
1,18,40.86107,-73.92959,1,90,26,4,0.35,1,58
1,8,40.77509,-73.98255,1,130,30,0,0.0,1,185
0,21,40.70035,-73.92366,0,45,90,0,0.0,1,1
1,26,40.73824,-73.97874,1,198,30,0,0.0,49,364
2,116,40.70899,-73.82814,0,90,90,0,0.0,1,365
1,71,40.76273,-73.98397,1,290,30,0,0.0,96,1
1,7,40.76253,-73.99803,1,379,30,0,0.0,121,185
0,15,40.67141,-73.92643,1,90,30,0,0.0,1,1
2,61,40.70811,-73.74103,1,125,30,0,0.0,1,365
1,4,40.78815,-73.9436,1,95,30,12,0.38,16,338
1,1,40.75315,-73.97253,1,129,30,2,0.06,12,326
1,8,40.78895,-73.96754,0,53,31,2,0.06,18,249
1,1,40.75592,-73.96891,1,125,30,8,0.36,91,342
1,7,40.7624,-73.99915,1,534,30,0,0.0,18,365
1,7,40.76038,-73.99951,1,534,30,0,0.0,18,365
1,7,40.76212,-73.99756,1,534,30,0,0.0,18,365
1,7,40.76188,-73.99806,1,534,30,0,0.0,18,365
1,7,40.76173,-73.99937,1,534,30,0,0.0,18,365
1,7,40.7619,-73.99896,1,748,30,0,0.0,18,365
1,7,40.76045,-73.99929,1,748,30,1,0.08,18,365
2,49,40.77508,-73.91231,1,125,18,0,0.0,1,1
1,7,40.76053,-73.99809,1,748,30,0,0.0,18,365
0,15,40.67749,-73.94386,1,99,180,4,0.12,1,365
1,7,40.76702,-73.98741,1,202,30,3,0.11,96,327
1,7,40.76406,-73.98868,1,150,45,6,0.21,12,267
0,20,40.73577,-73.95118,0,50,20,2,0.07,1,1
0,12,40.71721,-73.95965,1,140,28,14,0.42,1,234
1,14,40.74476,-73.99266,1,487,30,0,0.0,33,364
1,14,40.74633,-73.99201,1,300,30,0,0.0,33,364
0,15,40.67033,-73.96161,0,48,30,3,0.24,1,136
1,28,40.761,-73.9615,1,154,30,0,0.0,33,342
1,28,40.75954,-73.96099,1,163,30,0,0.0,33,364
0,21,40.69061,-73.91348,0,40,30,0,0.0,1,5
1,1,40.75228,-73.97186,1,144,28,0,0.0,1,90
1,28,40.77117,-73.95599,1,145,30,5,0.23,3,177
1,1,40.75105,-73.97045,1,95,30,0,0.0,52,297
0,15,40.67741,-73.95386,1,160,30,2,0.09,1,1
0,12,40.71822,-73.95134,1,120,30,6,0.29,1,164
1,5,40.74461,-73.97216,1,180,30,0,0.0,96,320
0,12,40.71551,-73.96356,1,150,30,3,0.09,1,179
1,8,40.80131,-73.97114,1,175,21,5,0.19,1,1
2,61,40.72816,-73.73874,1,320,30,0,0.0,2,180
1,71,40.76258,-73.98575,1,155,30,1,0.03,96,309
0,24,40.65776,-73.96174,0,65,20,3,0.39,1,35
2,61,40.72828,-73.73542,0,149,30,0,0.0,2,90
0,12,40.71585,-73.95325,1,136,30,8,0.3,1,1
0,6,40.68561,-73.95431,1,150,30,13,0.41,1,220
1,5,40.74437,-73.97295,1,190,30,4,0.13,96,331
1,14,40.74565,-73.99183,1,205,30,1,0.05,87,365
1,7,40.7617,-73.99762,1,275,30,2,0.08,121,365
1,7,40.76383,-73.98947,1,160,45,17,0.54,12,281
1,7,40.76399,-73.98971,1,160,45,16,0.52,12,345
0,29,40.67821,-73.96588,1,125,30,6,0.23,3,55
0,6,40.68899,-73.95555,0,44,28,0,0.0,1,1
1,14,40.74584,-73.99103,1,229,30,3,0.12,87,364
1,43,40.70966,-74.00762,1,375,29,0,0.0,1,283
0,15,40.67143,-73.92971,1,83,30,7,0.22,1,311
1,7,40.76626,-73.98338,1,369,30,1,0.06,121,345
1,28,40.77789,-73.95473,1,117,30,1,0.75,91,311
1,2,40.82284,-73.95546,0,50,30,4,0.14,2,365
1,11,40.73428,-73.99969,1,221,30,3,0.13,1,1
1,52,40.73317,-73.99813,1,295,365,15,0.49,1,1
0,3,40.68866,-73.96147,0,48,20,24,0.78,1,304
1,7,40.76313,-73.9943,1,125,30,6,0.19,31,323
0,15,40.67432,-73.95329,0,700,30,1,0.03,1,87
2,37,40.76092,-73.82194,1,143,30,4,0.22,15,7
1,28,40.77754,-73.95641,1,125,30,11,0.38,91,342
1,8,40.79835,-73.9616,1,240,30,1,0.48,12,211
1,2,40.80778,-73.94345,0,45,30,6,0.25,6,164
1,23,40.72068,-73.99291,1,250,30,3,0.19,7,4
1,2,40.80762,-73.94446,0,50,30,5,0.16,6,151
1,2,40.80572,-73.94349,0,45,30,7,0.23,6,175
1,19,40.7308,-73.98619,0,76,30,4,0.13,2,1
1,51,40.76375,-73.94856,0,65,20,2,0.34,1,1
2,56,40.75989,-73.91343,1,110,21,6,0.19,1,1
1,53,40.71828,-73.99761,1,115,30,4,0.12,1,35
0,12,40.70875,-73.94478,0,49,20,85,2.74,1,35
1,28,40.7806,-73.95178,1,155,21,9,0.28,1,1
1,28,40.77261,-73.94995,1,190,30,0,0.0,10,180
2,56,40.76435,-73.92001,1,101,17,9,0.28,1,1
1,8,40.77105,-73.9863,1,175,30,4,0.14,10,160
0,16,40.66754,-73.98268,1,200,31,2,0.17,11,310
2,126,40.72254,-73.90561,0,37,30,10,0.33,2,363
1,26,40.74128,-73.97863,1,175,30,1,0.04,91,126
0,3,40.69487,-73.96572,0,225,365,0,0.0,1,90
0,20,40.72641,-73.94657,0,59,20,7,0.27,3,342
1,30,40.83493,-73.93859,1,68,150,4,0.25,19,338
0,13,40.69015,-73.97264,1,265,31,33,1.2,1,281
0,6,40.69278,-73.95987,0,50,30,11,0.36,4,79
0,29,40.67549,-73.96598,1,158,30,7,0.26,3,37
1,4,40.80397,-73.93499,0,100,29,4,0.18,2,66
0,6,40.68301,-73.95305,1,76,30,7,0.27,3,310
0,54,40.64583,-73.9483,2,25,30,10,0.32,4,332
1,28,40.77257,-73.94616,0,48,30,7,0.26,10,342
1,28,40.76982,-73.95697,1,89,30,11,0.4,16,261
1,26,40.74,-73.97936,1,142,30,9,0.3,91,342
2,47,40.71157,-73.87619,1,85,30,0,0.0,1,280
4,59,40.86352,-73.90503,0,80,30,0,0.0,1,365
0,6,40.68128,-73.91196,0,29,60,13,0.42,4,51
1,9,40.7155,-73.99198,1,120,20,4,0.13,1,1
0,12,40.7087,-73.95427,0,70,20,3,0.15,4,275
1,2,40.81309,-73.94614,1,199,30,16,0.57,1,150
1,5,40.75089,-73.98059,1,139,30,2,0.07,31,134
1,68,40.73565,-73.98056,1,90,30,5,0.16,1,154
0,15,40.67247,-73.95752,1,110,30,1,0.03,1,1
1,8,40.80103,-73.96546,1,74,27,1,0.03,1,1
0,12,40.7152,-73.9623,1,230,31,2,0.06,1,1
1,11,40.73613,-74.00711,1,220,28,2,0.08,1,365
2,56,40.76755,-73.9232,1,110,30,0,0.0,1,1
0,12,40.71416,-73.93852,0,38,21,13,0.42,1,26
0,13,40.69117,-73.96968,1,145,30,0,0.0,1,29
1,9,40.7162,-73.99379,1,90,20,0,0.0,1,1
0,38,40.68778,-73.98534,1,123,30,5,0.16,21,343
0,12,40.71821,-73.95385,1,100,28,0,0.0,1,1
1,7,40.76518,-73.9929,1,98,30,8,0.32,31,145
1,19,40.73067,-73.98853,1,425,30,0,0.0,1,179
0,54,40.64538,-73.94863,2,36,30,2,0.07,4,365
0,6,40.68493,-73.94403,1,179,31,59,1.92,1,198
2,49,40.77664,-73.90896,0,65,30,79,2.55,2,1
0,21,40.6957,-73.91875,0,49,25,61,1.96,1,1
1,23,40.72167,-73.99075,0,85,30,2,0.06,1,1
0,3,40.69461,-73.96186,0,97,30,9,0.29,11,263
0,6,40.6945,-73.96005,0,80,30,15,0.48,11,342
0,3,40.69307,-73.96183,0,97,30,13,0.41,6,332
0,6,40.69459,-73.96103,0,97,30,7,0.24,6,97
1,8,40.78297,-73.98141,1,160,90,2,0.07,8,125
1,8,40.78467,-73.98192,1,900,30,0,0.0,8,362
4,59,40.86605,-73.90694,1,47,26,3,0.16,1,37
1,2,40.82378,-73.95354,0,50,60,13,0.67,4,1
1,2,40.80883,-73.94577,0,68,30,20,0.65,1,15
0,12,40.7131,-73.94981,0,85,28,14,0.5,2,1
1,43,40.70742,-74.01544,1,200,30,1,0.03,10,342
1,1,40.75006,-73.97007,1,150,30,3,0.12,10,350
0,6,40.68273,-73.93397,0,50,30,2,0.07,1,1
0,12,40.71048,-73.96292,0,74,29,17,0.55,1,1
1,14,40.74569,-73.9922,1,205,30,0,0.0,87,357
1,14,40.74613,-73.99178,1,279,30,1,0.26,87,358
0,6,40.67988,-73.93945,0,31,21,5,0.19,2,1
0,54,40.63899,-73.94886,2,30,30,4,0.15,4,365
0,54,40.64233,-73.94773,2,38,30,0,0.0,4,365
0,20,40.72282,-73.94174,1,179,30,32,1.18,2,326
0,12,40.71996,-73.95567,0,59,30,1,0.03,1,1
1,9,40.71523,-73.99242,0,72,25,11,0.37,5,323
1,1,40.75072,-73.97023,1,83,30,0,0.0,52,325
0,12,40.71002,-73.96114,1,218,30,25,0.82,3,342
1,1,40.74593,-73.98687,1,200,30,0,0.0,87,365
1,4,40.8006,-73.94115,1,99,30,3,0.22,2,220
1,1,40.74506,-73.98202,1,99,30,2,0.11,31,132
0,22,40.64972,-73.96363,1,56,20,3,0.1,1,1
1,28,40.77251,-73.95431,1,100,30,26,1.18,3,250
0,36,40.6858,-73.99977,1,350,30,2,0.09,1,156
4,150,40.85188,-73.90321,1,60,90,5,0.2,7,94
0,6,40.6915,-73.92881,1,120,30,77,2.53,2,1
1,2,40.83088,-73.945,1,77,47,5,0.18,1,188
1,28,40.77486,-73.95296,1,899,30,6,0.23,1,89
0,79,40.65944,-73.98898,1,160,30,36,1.21,1,53
0,20,40.73677,-73.95418,1,109,90,1,0.04,1,35
0,16,40.68057,-73.97722,1,175,30,3,0.87,1,321
1,7,40.76468,-73.9868,1,98,30,4,0.14,1,1
1,7,40.76242,-73.98813,1,130,30,6,0.38,2,335
1,7,40.76738,-73.98565,0,61,30,2,0.07,4,121
1,7,40.76591,-73.99016,1,160,45,5,0.18,2,311
1,28,40.78046,-73.96047,1,200,30,0,0.0,10,164
0,12,40.71483,-73.94935,0,68,30,13,0.47,2,64
1,8,40.78339,-73.98168,1,140,30,2,0.07,8,125
1,23,40.71789,-73.98308,1,124,28,12,0.43,1,38
4,144,40.85318,-73.90204,1,71,90,10,0.41,7,310
0,21,40.68637,-73.91133,1,116,31,99,3.33,1,295
1,5,40.74811,-73.97868,1,190,30,1,0.73,87,365
0,21,40.69455,-73.91118,1,197,30,1,0.06,1,342
0,90,40.63295,-74.03028,1,75,60,1,0.09,1,358
0,54,40.65071,-73.94508,0,34,30,6,0.2,3,280
0,22,40.65009,-73.96336,0,39,180,0,0.0,1,179
0,54,40.64513,-73.9488,2,28,30,3,0.13,7,365
1,28,40.76347,-73.9631,1,179,30,0,0.0,87,287
1,23,40.71892,-73.98958,0,100,20,0,0.0,1,1
0,17,40.65559,-73.97797,0,50,30,5,0.18,1,126
0,54,40.64471,-73.9495,2,20,30,1,0.09,7,365
0,6,40.6808,-73.93753,1,110,30,9,0.34,3,319
0,54,40.65151,-73.94957,2,22,30,0,0.0,7,365
0,22,40.64476,-73.96473,2,28,30,0,0.0,7,365
0,54,40.64136,-73.94705,2,27,30,0,0.0,7,365
0,84,40.68668,-73.87565,0,35,28,5,0.19,4,326
0,54,40.6392,-73.94732,0,32,30,1,0.04,7,124
0,54,40.65024,-73.95051,2,26,30,2,0.09,7,365
1,7,40.76318,-73.99009,1,125,30,7,0.26,1,204
0,12,40.70711,-73.95344,0,55,30,11,0.38,3,249
1,45,40.80766,-73.96594,0,60,30,7,0.27,2,246
1,30,40.84194,-73.94203,0,52,30,16,0.59,3,237
1,43,40.70588,-74.0159,1,12,300,0,0.0,1,1
1,14,40.75166,-73.99506,1,150,19,0,0.0,1,1
1,8,40.78068,-73.9767,0,48,30,5,0.18,10,341
2,39,40.74511,-73.91816,1,80,50,2,0.09,1,8
1,30,40.85411,-73.93167,0,45,30,4,0.15,1,275
1,28,40.77743,-73.94977,1,140,31,4,0.23,33,338
1,43,40.70829,-74.01405,1,200,30,1,0.04,10,340
1,28,40.7771,-73.94996,1,240,31,5,0.34,33,289
1,28,40.77898,-73.94983,1,189,31,7,0.26,33,331
1,28,40.77832,-73.94991,1,225,31,10,0.48,33,351
0,79,40.66135,-73.98841,1,185,30,2,0.07,1,337
0,32,40.70081,-73.99503,1,107,25,12,0.42,1,1
0,6,40.68324,-73.95174,1,300,30,67,2.43,1,360
2,56,40.76625,-73.92447,2,34,30,3,0.1,1,1
1,19,40.72429,-73.98784,0,80,90,0,0.0,1,173
1,19,40.7284,-73.98295,0,70,59,0,0.0,1,333
1,19,40.72709,-73.98612,1,125,30,2,0.08,1,1
0,79,40.64672,-74.00087,0,55,20,23,0.84,3,41
0,21,40.69864,-73.92827,1,115,90,2,0.08,1,34
0,12,40.71648,-73.94066,0,60,87,4,0.14,1,173
1,1,40.75151,-73.97114,0,60,30,1,0.04,1,1
1,7,40.76536,-73.98864,1,160,45,6,0.63,12,365
0,34,40.68361,-73.98671,1,185,30,10,0.53,4,323
0,21,40.69838,-73.93527,0,50,21,0,0.0,1,1
1,9,40.71573,-73.99176,0,63,20,31,1.09,5,218
1,48,40.72723,-73.99186,1,195,30,5,0.19,1,34
2,25,40.75455,-73.92006,0,80,30,18,0.62,1,92
1,28,40.77747,-73.95193,1,190,31,4,0.21,33,299
1,28,40.77878,-73.9501,1,180,31,10,0.55,33,331
1,28,40.77823,-73.95127,1,235,31,9,0.39,33,333
0,12,40.70585,-73.9531,0,52,30,4,0.17,3,294
0,15,40.66881,-73.95743,1,100,50,8,0.33,1,1
1,1,40.75802,-73.96125,1,500,90,0,0.0,49,364
2,63,40.72737,-73.85156,1,50,27,0,0.0,1,1
1,19,40.72645,-73.98591,1,150,90,28,1.03,1,1
0,12,40.7179,-73.95702,0,72,21,1,0.03,1,1
